91;100;25.58
91;200;25.44
91;300;25.24
91;400;25.11
91;500;23.84
91;600;24.38
91;700;26.67
91;800;27.79
91;900;29.16
91;1000;30.28
91;1100;31.08
91;1200;32.48
91;1300;33.91
91;1400;34.63
91;1500;34.57
91;1600;34.07
91;1700;33.33
91;1800;32.24
91;1900;31.05
91;2000;29.71
91;2100;27.78
91;2200;26.74
91;2300;25.64
91;2400;24.35
92;100;24.51
92;200;24.31
92;300;24.69
92;400;23.65
92;500;22.93
92;600;23.15
92;700;25.84
92;800;26.46
92;900;26.06
92;1000;29.61
92;1100;30.66
92;1200;33.08
92;1300;32.96
92;1400;34.08
92;1500;34.46
92;1600;33.85
92;1700;32.05
92;1800;29.58
92;1900;28.41
92;2000;27.28
92;2100;26.69
92;2200;25.68
92;2300;24.95
92;2400;24.63
93;100;25.26
93;200;24.76
93;300;24
93;400;23.8
93;500;23.57
93;600;23
93;700;25.33
93;800;26.91
93;900;29.06
93;1000;29.3
93;1100;31.74
93;1200;31.28
93;1300;33.53
93;1400;33.54
93;1500;33.53
93;1600;33.52
93;1700;32.15
93;1800;30.97
93;1900;29.46
93;2000;28
93;2100;26.98
93;2200;26.1
93;2300;25.53
93;2400;25.63
94;100;24.73
94;200;24.72
94;300;24.84
94;400;24.96
94;500;23.23
94;600;23.59
94;700;25.86
94;800;26.67
94;900;26.95
94;1000;28.02
94;1100;28.49
94;1200;29.78
94;1300;30.97
94;1400;31.28
94;1500;31.95
94;1600;29.28
94;1700;29.04
94;1800;28.45
94;1900;27.86
94;2000;27.26
94;2100;26.47
94;2200;25.83
94;2300;25.33
94;2400;24.95
95;100;24.78
95;200;24.24
95;300;23.76
95;400;23.53
95;500;24.17
95;600;23.96
95;700;25.21
95;800;26.27
95;900;29.12
95;1000;30.08
95;1100;27.66
95;1200;30.92
95;1300;31.99
95;1400;32.36
95;1500;33.51
95;1600;32.43
95;1700;28.71
95;1800;27.61
95;1900;26.76
95;2000;25.54
95;2100;24.69
95;2200;24.27
95;2300;23.85
95;2400;23.7
96;100;23.44
96;200;23.67
96;300;23.79
96;400;23.63
96;500;23.32
96;600;23.06
96;700;25.31
96;800;26.77
96;900;28.4
96;1000;29.83
96;1100;31.82
96;1200;33.66
96;1300;34.05
96;1400;35.08
96;1500;34.06
96;1600;33.49
96;1700;32.81
96;1800;30.34
96;1900;28.69
96;2000;28.04
96;2100;27.22
96;2200;26.52
96;2300;26.35
96;2400;26.06
97;100;25.64
97;200;24.23
97;300;23.87
97;400;23.78
97;500;23.07
97;600;23.31
97;700;24.96
97;800;27.52
97;900;29.43
97;1000;31.54
97;1100;33.03
97;1200;35.09
97;1300;33.81
97;1400;34.51
97;1500;36.44
97;1600;35.23
97;1700;34.15
97;1800;31.72
97;1900;30.37
97;2000;29.21
97;2100;28.09
97;2200;27.19
97;2300;26.22
97;2400;25.63
98;100;25.11
98;200;24.17
98;300;23.95
98;400;23.83
98;500;23.5
98;600;23.24
98;700;25.23
98;800;27.09
98;900;28.35
98;1000;29.68
98;1100;31.19
98;1200;33.62
98;1300;33.97
98;1400;34.68
98;1500;35.35
98;1600;33.21
98;1700;32.32
98;1800;30.88
98;1900;29.33
98;2000;28.25
98;2100;27.72
98;2200;27.04
98;2300;26.54
98;2400;26.03
99;100;25.36
99;200;25.15
99;300;25.09
99;400;25.04
99;500;24.81
99;600;24.69
99;700;25.85
99;800;28.19
99;900;29.5
99;1000;32.48
99;1100;31.1
99;1200;24.12
99;1300;25.92
99;1400;28.22
99;1500;28.49
99;1600;28.58
99;1700;28.45
99;1800;27.41
99;1900;26.6
99;2000;26.12
99;2100;25.57
99;2200;25.02
99;2300;24.54
99;2400;23.87
100;100;23.25
100;200;23
100;300;23
100;400;22.9
100;500;23.72
100;600;23.42
100;700;25.75
100;800;28.14
100;900;28.68
100;1000;29.32
100;1100;30.95
100;1200;32.14
100;1300;33.13
100;1400;33.32
100;1500;33.41
100;1600;33.45
100;1700;32.42
100;1800;29.47
100;1900;28.46
100;2000;28.19
100;2100;27.38
100;2200;26.67
100;2300;26.16
100;2400;25.51
101;100;24.77
101;200;23.8
101;300;23.75
101;400;24.41
101;500;25.22
101;600;25.05
101;700;26.2
101;800;28.63
101;900;30.28
101;1000;31.57
101;1100;32.35
101;1200;33.73
101;1300;33.89
101;1400;33.82
101;1500;33.91
101;1600;34
101;1700;32.62
101;1800;31.56
101;1900;29.94
101;2000;29.26
101;2100;28.42
101;2200;27.5
101;2300;26.94
101;2400;26.31
102;100;25.78
102;200;25.95
102;300;25.73
102;400;24.77
102;500;25.15
102;600;25.67
102;700;27.47
102;800;28.74
102;900;29.03
102;1000;29.84
102;1100;31.56
102;1200;32.99
102;1300;32.82
102;1400;33.06
102;1500;33.36
102;1600;34.03
102;1700;32.99
102;1800;31.52
102;1900;29.74
102;2000;28.95
102;2100;28.3
102;2200;26.97
102;2300;26.18
102;2400;25.44
103;100;25.14
103;200;24.68
103;300;24.28
103;400;24.11
103;500;24.53
103;600;24.57
103;700;27.53
103;800;28.82
103;900;29.54
103;1000;30.76
103;1100;32.79
103;1200;33.72
103;1300;34.06
103;1400;33.74
103;1500;34.51
103;1600;34.62
103;1700;33.47
103;1800;32.02
103;1900;29.41
103;2000;28.21
103;2100;27.48
103;2200;26.63
103;2300;25.63
103;2400;24.71
104;100;24.05
104;200;22.76
104;300;23.2
104;400;22.06
104;500;21.77
104;600;21.45
104;700;25.03
104;800;27.53
104;900;29.13
